WordHead,IPA
ପ୍ରା,pɾɑ
କ୍ଷମା,kʰjɔmɑ
ସୁରେଶଙ୍କୁ,sʊɾesɔŋkʊ
ଜାଣିପାରିଲୁ,d͡ʒɑɳipɑɾilʊ
ବିଶ୍ୱକପର,bisʋɔkɔpɾɔ
ସେକଟର,sekʈɔɾ
ଆଢ଼ୁଆଳରେ,ɑɽʱʊɑ`lɔɾe
ସହରୀକରଣର,sɔhɔɾikɔɾɔɳɔɾɔ
ମୋଟା,moʈɑ
ଦେବୀ,debi
ସୁଚାରୁ,sʊt͡ʃɑɾʊ
ମୁଜାଫରନଗର,mʊd͡ʒɑphɔɾnɔɡɔɾ
ଏଇଟାହି,eiʈɑhi
4,4
ଦୀପକଙ୍କ,dipɔkɔŋkɔ
ଅବସ୍ଥା,ɔbɔstʰɑ
ବରବାଦ,bɔɾbɑd
କୁକୁରର,kʊkʊɾɔɾɔ
ରାଇଡ୍‌,ɾɑiɖ‌
ଆକାଉଣ୍ଟରୁ,ɑkɑʊɳʈɾʊ
ପଞ୍ଚବାର୍ଷିକୀ,pɔɲt͡ʃɔbɑɾsiki
କ୍ଷେତ୍ରର,kʰjetɾɔɾɔ
କହିବାକୁ,kɔhibɑkʊ
ପେମେଣ୍ଟ,pemeɳʈ
ଆଫ୍ରିକାରେ,ɑphɾikɑɾe
ଦେଲେ,dele
କାର୍‌ରେ,kɑɾ‌ɾe
ଏକାଉଂଟକୁ,ekɑʊMʈkʊ
ନଜରରୁ,nɔd͡ʒɔɾɾʊ
ଯିବୁ,|yibʊ
95,95
ସମନ୍ୱୟ,sɔmɔnʋɔjɔ
ଆଜିଯାଏ,ɑd͡ʒi|yɑe
ବନ୍ଧୁକ,bɔndʰʊkɔ
ଗୁଲାବ,ɡʊlɑb
ଦ୍ୱାର,dʋɑɾɔ
ହରାଇଲେ,hɔɾɑile
ଭାବୁ,bʰɑbʊ
ମାଉସୀ,mɑʊsi
ଜୀଙ୍କ,d͡ʒiŋkɔ
ୱାଲେଟ,ʋɑleʈ
ଏୱେଲେବଲ,eʋelebɔl
ଟ୍ରାନସ୍ଫର୍,ʈɾɑnsphɔɾ
ମାରଣାସ୍ତ୍ର,mɑɾɔɳɑstɾɔ
ଉତ୍ସବ,ʊtsɔbɔ
ପ୍ରୋସେସ,pɾoses
ପୋଲିଂ,poliM
ଭୂମିକୁ,bʰumikʊ
ଉପାଡି,ʊpɑɖi
କରିିଛି,kɔɾiit͡ʃʰi
ମହାଆନନ୍ଦରେ,mɔhɑɑnɔndɔɾe
ଦେହଟା,dehɔʈɑ
ତୁଟିବା,tʊʈibɑ
ଚରିତ୍ରରେ,t͡ʃɔɾitɾɔɾe
ଅଦିନିଆ,ɔdiniɑ
ଭଶ୍ଵର,bʰɔsʋɔɾɔ
ଢଳୁ,ɖʱɔ`lʊ
ହସୁଥିଲି,hɔsʊtʰili
ମାନବିକ,mɑnɔbikɔ
ଚାଳକ,t͡ʃɑ`lɔkɔ
ତାଯୋଗେ,tɑ|yoɡe
ଯେ,|ye
ମୁସଲମାନଙ୍କ,mʊsɔlmɑnŋkɔ
ନେବ,nebɔ
ଛୁଇଁଗଲା,t͡ʃʰʊiŋɡɔlɑ
ଉପରକୁ,ʊpɔɾɔkʊ
ଷ୍ଟାଡିୟମରେ,sʈɑɖijɔmɾe
୩୦୦,୩୦୦
ମହାନଦୀ,mɔhɑnɔdi
ମଣିଷକୁ,mɔɳisɔkʊ
ଆସିଲା,ɑsilɑ
ଅନ୍,ɔn
ଅପାକୁ,ɔpɑkʊ
ୟହତ୍,jɔhɔt
ରହିଥିଲି,ɾɔhitʰili
ରାଜସ୍ଥାନକୁ,ɾɑd͡ʒɔstʰɑnkʊ
ଡିପୋଜିଟ୍,ɖipod͡ʒiʈ
ମାଳଦ୍ୱୀପ,mɑ`lɔdʋipɔ
ଲଗେଇ,lɔɡei
ପଶୁଣୁ,pɔsʊɳʊ
ଗୁଣ୍ଡୁଚି,ɡʊɳɖʊt͡ʃi
ପିନ୍ଧିବୁ,pindʰibʊ
କରିଦିଆଯିବ,kɔɾidiɑ|yibɔ
ଆସିପାରିବ,ɑsipɑɾibɔ
କନଭେନ,kɔnbʰen
କିଲ୍ଲାଠାରେ,killɑʈʰɑɾe
ଫଟୋକୁ,phɔʈokʊ
ଅମନ,ɔmɔnɔ
ଏସ୍‌ସିବିରେ,es‌sibiɾe
ଦିନଟି,dinɔʈi
ଆଟୁ,ɑʈʊ
ସମାବେଶକୁ,sɔmɑbesɔkʊ
ଦୀନବନ୍ଧୁ,dinɔbɔndʰʊ
ଗୋଟିଏରୁ,ɡoʈieɾʊ
ଧନପତି,dʰɔnɔpɔti
ହୋଇପଡ଼ିଲା,hoipɔɽilɑ
ଡାକିବାକୁ,ɖɑkibɑkʊ
କିନ୍ତୁ,kintʊ
ହେ,he
ଚଲାଉଥିଲେ,t͡ʃɔlɑʊtʰile
ଛପର,t͡ʃʰɔpɔɾɔ
ପ୍ରତିକ୍ରିୟା,pɾɔtikɾijɑ
ଦହି,dɔhi
ଦେଖାହେବି,dekʰɑhebi
ଧକ୍କା,dʰɔkkɑ
ଭିତ୍ତିକରି,bʰittikɔɾi
ହାତହତିଆର,hɑtɔhɔtiɑɾɔ
ସ୍ୱାସ୍ଥ୍ୟକର୍ମୀଙ୍କୁ,sʋɑstʰjɔkɔɾmiŋkʊ
ସାକାର,sɑkɑɾɔ
ନେଇଯାଆନ୍ତୁ,nei|yɑɑntʊ
ରାଜକୀୟ,ɾɑd͡ʒɔkijɔ
ପିଛୁଳାକେ,pit͡ʃʰʊ`lɑke
ସଂକ୍ରାନ୍ତିୟ,sɔŋkɾɑntijɔ
ଉପମନ୍ତ୍ରୀ,ʊpɔmɔntɾi
କହିଥିଲି,kɔhitʰili
ବିଲରେ,bilɔɾe
ଅଦା,ɔdɑ
ଶେଆର,seɑɾ
ବାରବାର,bɑɾɔbɑɾɔ
ପ୍ରେମିକାର,pɾemikɑɾɔ
ଯୁଗରୁ,|yʊɡɔɾʊ
ସତୀଙ୍କ,sɔtiŋkɔ
ରାତ୍ରିରେ,ɾɑtɾiɾe
300,300
ସଚ୍ଚା,sɔt͡ʃt͡ʃɑ
ଗିରଫ,ɡiɾɔph
ଏକ୍ସପାୟେର,ekspɑjeɾ
ଅନ୍ଲାଇନ୍,ɔnlɑin
ସ୍ଵାଧୀନତା,sʋɑdʰinɔtɑ
ସାକ୍ଷୀଙ୍କ,sɑkʰjiŋkɔ
କାନ୍ଦୁଛ,kɑndʊt͡ʃʰɔ
କଣଗୋଟାଏ,kɔɳɔɡoʈɑe
ମହାପାତ୍ରଙ୍କୁ,mɔhɑpɑtɾɔŋkʊ
ହନୁମାନଙ୍କୁ,hɔnʊmɑnɔŋkʊ
ପରିବା,pɔɾibɑ
ଓଦା,odɑ
ଦକ୍ଷିତା,dɔkʰjitɑ
ଆଇ,ɑi
ଯତ୍ନଶୀଳ,|yɔtnɔsi`lɔ
ଏହାଶୁଣି,ehɑsʊɳi
ଦେଖିଥିବା,dekʰitʰibɑ
ଫଳାଫଳ,phɔ`lɑphɔ`lɔ
ଅଧାରୁ,ɔdʰɑɾʊ
ଦଣ୍ଡାଦେଶ,dɔɳɖɑdesɔ
ବାଗ,bɑɡɔ
ଧର୍ମ,dʰɔɾmɔ
କଡ଼େଇରେ,kɔɽeiɾe
କମ୍ପାନୀକୁ,kɔmpɑnikʊ
ରଖାଇଦେଲା,ɾɔkʰɑidelɑ
ସିଟ,siʈ
ଗେର୍ଶୋନଙ୍କ,ɡeɾsonŋkɔ
ସ୍ନାତକୋତ୍ତର,snɑtɔkottɔɾɔ
ଭିଡ଼ିଓ,bʰiɽio
ବାଧକ,bɑdʰɔkɔ
ଭକ୍ତ,bʰɔktɔ
ମଚ୍ଚଭରକ୍ସମକ୍ସସଜ୍ଞର,mɔt͡ʃt͡ʃɔbʰɔɾɔksɔmɔksɔsɔɡjɔn~ɾɔ
ସନ୍ଦ୍ୟାରେ,sɔndjɑɾe
ଧାୱନ୍,dʰɑʋɔn
ଆଦର୍ଶ,ɑdɔɾsɔ
କଣନିଦ,kɔɳɔnidɔ
ମାଲିକଙ୍କୁ,mɑlikɔŋkʊ
12ଠାରୁ,12ʈʰɑɾʊ
ଏଯାବତ୍‍,e|yɑbɔt‍
ତଲାକ,tɔlɑkɔ
ତାମିଲନାଡୁ,tɑmilnɑɖʊ
ବଢ଼ିଥାଏ,bɔɽʱitʰɑe
ରାଜାରାଣୀ,ɾɑd͡ʒɑɾɑɳi
କଟକରୁ,kɔʈɔkɔɾʊ
ଆଶ୍ଚର୍ଯ୍ୟ,ɑst͡ʃɔɾ|yjɔ
କରିଥିଲା,kɔɾitʰilɑ
ଶୂଳୀ,su`li
ଠକିବାକୁ,ʈʰɔkibɑkʊ
କଲୋନି,kɔloni
ସୁଶ୍ରୀ,sʊsɾi
ପାଇବାରେ,pɑibɑɾe
ରିପିତ,ɾipit
ଜହ୍ନର,d͡ʒɔhnɔɾɔ
ଅପଲୋଡ,ɔploɖ
ଗରମ,ɡɔɾɔmɔ
ସାଗରମାଳା,sɑɡɔɾɔmɑ`lɑ
ପାରିବନି,pɑɾibɔni
ଡେରିରେ,ɖeɾiɾe
ଓଡ଼ିଶାରେ,oɽisɑɾe
ଜଣାନଥାଏ,d͡ʒɔɳɑnɔtʰɑe
ଦର୍ଶକ,dɔɾsɔkɔ
ପାକିସ୍ତାନରେ,pɑkistɑnɾe
ପକ୍ଷୀମାନଙ୍କର,pɔkʰjimɑnɔŋkɔɾɔ
ବିକଟାଳ,bikɔʈɑ`lɔ
ପାଇକିଛି,pɑikit͡ʃʰi
ଆଣ୍ଟି-ବାୟୋଟିକ,ɑɳʈi-bɑjoʈik
ରହିଥାନ୍ତା,ɾɔhitʰɑntɑ
ସହିବ,sɔhibɔ
ସମ୍ଭାଳିଛନ୍ତି,sɔmbʰɑ`lit͡ʃʰɔnti
ହେଉଥିଲେ,heʊtʰile
ଫାଟ,phɑʈɔ
ଚିତ୍ରାଙ୍କନ,t͡ʃitɾɑŋkɔnɔ
ସଂସଦ,sɔMsɔdɔ
‘ବିଲାତର,‘bilɑtɔɾɔ
ପ୍ରୁଫ୍,pɾʊph
ପଡ଼େନି,pɔɽeni
(_S)।,(_S)।
ଗୁଣବତୀ,ɡʊɳɔbɔti
ଭୁଲିପାରିବି,bʰʊlipɑɾibi
ନିର୍ଣ୍ଣୟ,niɾɳɳɔjɔ
ଅନନ୍ୟ,ɔnɔnjɔ
ଚାଲୁରଖିଛି,t͡ʃɑlʊɾɔkʰit͡ʃʰi
ଆମ୍ଭେ,ɑmbʰe
ହିତାଧିକାରୀମାନଙ୍କ,hitɑdʰikɑɾimɑnɔŋkɔ
ମନୋହର,mɔnohɔɾɔ
ଶହେପଚାଶରୁ,sɔhepɔt͡ʃɑsɔɾʊ
କେରଳ,keɾɔ`lɔ
ଗ୍ରୀସରେ,ɡɾisɾe
ରଖିଥିଲି,ɾɔkʰitʰili
ସଂସାରରେ,sɔMsɑɾɔɾe
‘ଅନୁଭବ,‘ɔnʊbʰɔbɔ
ସାଗର,sɑɡɔɾɔ
ସମୟବଦ୍ଧ,sɔmɔjɔbɔddʰɔ
ମୁଣ୍ଡପିଛା,mʊɳɖɔpit͡ʃʰɑ
ସ୍କ୍ୱାଶ,skʋɑs
ପରିଯୋଜନାରେ,pɔɾi|yod͡ʒɔnɑɾe
ବେସ୍,bes
ଖେଳିଲେ,kʰe`lile
ପର୍ତ୍ତା,pɔɾttɑ
ଲିମିଟେଡ୍,limiʈeɖ
ପୋଖରୀଟିଏ,pokʰɔɾiʈie
ଜନଜାତି,d͡ʒɔnɔd͡ʒɑti
ପଚାରିବା,pɔt͡ʃɑɾibɑ
ତତ୍ପର”କୁ,tɔtpɔɾɔ”kʊ
ଭି,bʰi
ଉତ୍ସାହକୁ,ʊtsɑhɔkʊ
ଏସିଆର,esiɑɾɔ
ବଜାଉଥାଏ,bɔd͡ʒɑʊtʰɑe
ରାଗିଗଲେ,ɾɑɡiɡɔle
ରୁଡି,ɾʊɖi
ବିମର୍ଷ,bimɔɾsɔ
ପଢ଼ୁଛ,pɔɽʱʊt͡ʃʰɔ
ଶେଠଙ୍କ,seʈʰɔŋkɔ
ସାବ୍ୟସ୍ତ,sɑbjɔstɔ
ସର୍ଫରାଜ,sɔɾphɔɾɑd͡ʒ
ପରିଚ୍ଛନ୍ନତା,pɔɾit͡ʃt͡ʃʰɔnnɔtɑ
ଶୁଆଇ,sʊɑi
ରବିବାର,ɾɔbibɑɾɔ
ସରିଲାରୁ,sɔɾilɑɾʊ
ଇଶ୍ରାୟେଲୀୟମାନଙ୍କ,isɾɑjelijɔmɑnɔŋkɔ
ପ୍ରିଯତମା,pɾi|yɔtɔmɑ
ବୃକ୍ଷ,bɾʊkʰjɔ
IMD,IMD
ନେଇଗଲି,neiɡɔli
ମୂଲ୍ୟକୁ,muljɔkʊ
ମେମ,mem
ସତର୍କତାର,sɔtɔɾkɔtɑɾɔ
ପ୍ଲେୟାର,plejɑɾ
ଚ୍ୟାନେଲ,t͡ʃjɑnel
କେୟାର,kejɑɾ
ଉପରିଭାଗ,ʊpɔɾibʰɑɡɔ
ଋଣଚାପମୁକ୍ତ,ɾʊɳɔt͡ʃɑpɔmʊktɔ
ସ୍ମୃତିଚାରଣ,smɾʊtit͡ʃɑɾɔɳɔ
ପ୍ରୋଗ୍ରାମକୁ,pɾoɡɾɑmkʊ
4GB,4GB
ବିଲକୁ,bilɔkʊ
ବର୍ଷଧରି,bɔɾsɔdʰɔɾi
ପୁଲ୍‌ଓ୍ଵାମା,pʊl‌oʋɑmɑ
ଛାତ୍ରୀ,t͡ʃʰɑtɾi
ରାକେଶ,ɾɑkes
ଚଢ଼ାଉ,t͡ʃɔɽʱɑʊ
ଶିବସେନାକୁ,sibɔsenɑkʊ
ସୁନାହଂସ,sʊnɑhɔMsɔ
ହୋଇ,heɑi
ପାଠପଢା,pɑʈʰɔpɔɖʱɑ
ଜନ୍ମଦିନ,d͡ʒɔnmɔdinɔ
ଦୁର୍ଘଟରା,dʊɾɡʰɔʈɔɾɑ
ଶୁଷ୍କତା,sʊskɔtɑ
ୱାରେଣ୍ଟି,ʋɑɾeɳʈi
କରନ୍ତୁ,kɔɾɔntʊ
ସ୍ୱର୍ଗଦ୍ୱାରରେ,sʋɔɾɡɔdʋɑɾɔɾe
ଯାହାଙ୍କ,|yɑhɑŋkɔ
ଦିବ୍ୟାଙ୍ଗ,dibjɑŋɡɔ
ଏସଆଇ,esɑi
ଝିପଝିପ୍,d͡ʒʱipɔd͡ʒʱip
ଚନ୍ଦା,t͡ʃɔndɑ
ଲେଖିବ,lekʰibɔ
ଅତିକ୍ରମ,ɔtikɾɔmɔ
ପହଞ୍ଚିଗଲେ,pɔhɔɲt͡ʃiɡɔle
(ଏଏଲପି)ର,(eelpi)ɾɔ
ପ୍ରଖ୍ୟାତ,pɾɔkʰjɑtɔ
ଦୁଘର୍ଟଣାରେ,dʊɡʰɔɾʈɔɳɑɾe
ବଢ଼ି,bɔɽʱi
ବର୍ଷାରେ,bɔɾsɑɾe
ନଜାଣେ,nɔd͡ʒɑɳe
ଚୀନର,t͡ʃinɾɔ
ପରିବର୍ତ୍ତେ,pɔɾibɔɾtte
ଶାର୍ଦୁଲ,sɑɾdʊl
ମୁଖ୍ୟଅତିଥିଭାବେ,mʊkʰjɔɔtitʰibʰɑbe
ବଚ୍ଚନ,bɔt͡ʃt͡ʃɔnɔ
ସଂଖ୍ୟାଗରିଷ୍ଠ,sɔŋkʰjɑɡɔɾisʈʰɔ
ବିଶାଖାପଟନମରୁ,bisɑkʰɑpɔʈnɔmɾʊ
ଟିମ୍‌,ʈim‌
ଟିଏମସି,ʈiemsi
ୱାସ୍ଲ୍,ʋɑsl
କର୍ମଶାଳା,kɔɾmɔsɑ`lɑ
ତିକ୍ତ,tiktɔ
ଆଇଟିଡିଏରେ,ɑiʈiɖieɾe
ଓସ୍ତ,ostɔ
ଲେବର୍‌,lebɔɾ‌
ଜାପାନ,d͡ʒɑpɑn
ମୋଦିଙ୍କର,modiŋkɔɾɔ
ବାଂଲାଦେଶରୁ,bɑMlɑdesɔɾʊ
ପରିଶୋଧର,pɔɾisodʰɔɾɔ
ବାଟବଣା,bɑʈɔbɔɳɑ
ବର୍ଷକୁ,bɔɾsɔkʊ
ଆଗପଛ,ɑɡɔpɔt͡ʃʰɔ
ପଥର,pɔtʰɔɾɔ
ଶକ୍ତିରେ,sɔktiɾe
ଉପରଟା,ʊpɔɾɔʈɑ
୧୭୦,୧୭୦
ଲିଷ୍ଟ,lisʈ
ଆକାଶକୁ,ɑkɑsɔkʊ
ଡିପୋଜିଟ୍,ɖipod͡ʒiʈ
ଶ୍ରୀଲଙ୍କା,sɾilɔŋkɑ
କାନରେ,kɑnɔɾe
ଚଳଚ୍ଚିତ୍ରଗୁଡ଼ିକୁ,t͡ʃɔ`lɔt͡ʃt͡ʃitɾɔɡʊɽikʊ
ଲାଇଟ୍‌,lɑiʈ‌
ରଙ୍ଗର,ɾɔŋɡɔɾɔ
ପଦାର୍ଥ,pɔdɑɾtʰɔ
ଭକ୍ଷଣ,bʰɔkʰjɔɳɔ
ମିଳୁଥିଲା,mi`lʊtʰilɑ
ନୀତିଶିକ୍ଷା,nitisikʰjɑ
ଅବିସ୍ମରଣୀୟ,ɔbismɔɾɔɳijɔ
ପ୍ୟାକେଟ,pjɑkeʈ
ପ୍ରମୋଦ,pɾɔmodɔ
ଆଇଟିଆଇରେ,ɑiʈiɑiɾe
ନେଇଥାଏ,neitʰɑe
ରସୁଣରେ,ɾɔsʊɳɔɾe
SSH,SSH
ଧାରଣ,dʰɑɾɔɳɔ
କମରୁ,kɔmɾʊ
ଅଶୋଧିତ,ɔsodʰitɔ
ମୋହର,mohɔɾɔ
ସକ୍ରିୟତାର,sɔkɾijɔtɑɾɔ
ସେବନ,sebɔnɔ
କୁଷ୍ଠ,kʊsʈʰɔ
ତନ୍ମଧ୍ୟରେ,tɔnmɔdʰjɔɾe
ହତ୍ୟା,hɔtjɑ
ଦେଖାଯାଉଛନ୍ତି,dekʰɑ|yɑʊt͡ʃʰɔnti
ପୂର୍ବାଞ୍ଚଳ,puɾbɑɲt͡ʃɔ`lɔ
ଯୋଗାଯୋଗ,|yoɡɑ|yoɡɔ
ସାବଧାନ,sɑbɔdʰɑnɔ
ଆଣିଛନ୍ତି,ɑɳit͡ʃʰɔnti
ଘଟିଥିବାବେଳେ,ɡʰɔʈitʰibɑbe`le
ଉତକ୍ଷେପଣ,ʊtɔkʰjepɔɳɔ
କରିଦେଇଥିବା,kɔɾideitʰibɑ
ବୁଝିପାରିଲିଣି,bʊd͡ʒʱipɑɾiliɳi
ମତ୍ସ୍ୟଜୀବୀଙ୍କୁ,mɔtsjɔd͡ʒibiŋkʊ
ଡେଭିଡ,ɖebʰiɖ
ଦେଇଛନ୍ତିି,deit͡ʃʰɔntii
ବିଶ୍ୱରେ,bisʋɔɾe
ଆବୃତ୍ତ,ɑbɾʊttɔ
ମନ,mɔnɔ
ଗତିବିଧିକୁ,ɡɔtibidʰikʊ
ନୀଚା,nit͡ʃɑ
ହୋଇପାରିବ,hoipɑɾibɔ
ସତ୍ୟର,sɔtjɔɾɔ
ଗଛତଳେ,ɡɔt͡ʃʰɔtɔ`le
ପୂରାପୂରି,puɾɑpuɾi
ବୁଦ୍ଧିର,bʊddʰiɾɔ
ଫିଲ୍ମକୁ,philmkʊ
ସୁରକ୍ଷାକର୍ମୀମାନେ,sʊɾɔkʰjɑkɔɾmimɑne
ଆୟୁଷ୍ମାନ,ɑjʊsmɑn
ରସିକୁ,ɾɔsikʊ
ସିକ୍ସ,siks
କରୁନଥିଲା,kɔɾʊnɔtʰilɑ
ଏକାପ୍ରକାର,ekɑpɾɔkɑɾɔ
ମନେପକେଇ,mɔnepɔkei
ଗରିବୀ,ɡɔɾibi
ଆସନ୍ତା,ɑsɔntɑ
ଷ୍ଟ୍ରିମ,sʈɾim
ଉଠାଯାଇଛି,ʊʈʰɑ|yɑit͡ʃʰi
ପ୍ରକୃତିସ୍ଥ,pɾɔkɾʊtistʰɔ
ଡକାଇ,ɖɔkɑi
ବୁଝିପାରିନଥିଲୁ,bʊd͡ʒʱipɑɾinɔtʰilʊ
inisters,inisters
ମୁଣ୍ଡୁକା,mʊɳɖʊkɑ
ପ୍ରତିଯୋଗିତାର,pɾɔti|yoɡitɑɾɔ
ଅଶ୍ଲୀଳ,ɔsli`lɔ
ବାସ୍ତବିକତାରେ,bɑstɔbikɔtɑɾe
ଲାଗିଗଲେ,lɑɡiɡɔle
ଜ୍ଞାନବାନ୍,ɡjɔn~ɑnɔbɑn
ଛତିଶଗଡ଼,t͡ʃʰɔtisɡɔɽ
ପ୍ୟାକେଜକୁ,pjɑked͡ʒkʊ
ସ୍ଥାନାନ୍ତରଣ,stʰɑnɑntɔɾɔɳɔ
ଭଟିଛନ୍ତି,bʰɔʈit͡ʃʰɔnti
ସୋମବାର,somɔbɑɾɔ
ପୁତ୍ରକୁ,pʊtɾɔkʊ
ଭିତରକନିକାର,bʰitɔɾɔkɔnikɑɾɔ
ଶ୍ରୀଲଙ୍କାର,sɾilɔŋkɑɾɔ
ଶରୀରର,sɔɾiɾɔɾɔ
ମାଙ୍କଠାରୁ,mɑŋkɔʈʰɑɾʊ
ଲଙ୍ଗର,lɔŋɡɔɾɔ
କରୁନି,kɔɾʊni
ସାମଗ୍ରୀରେ,sɑmɔɡɾiɾe
ଘୋଡ଼ାରୁ,ɡʰoɽɑɾʊ
ବିଶେଷତ୍ୱ,bisesɔtʋɔ
ମଧିଅରେ,mɔdʰiɔɾe
କରିପାରିବ,kɔɾipɑɾibɔ
ଚାନ୍ଦ,t͡ʃɑndɔ
ଉପୁଜିଛି,ʊpʊd͡ʒit͡ʃʰi
ପୋଖରୀ,pokʰɔɾi
ଘୋଷଣାନାମାରେ,ɡʰeɑsɔɳɑnɑmɑɾe
ପାଇଗଲା,pɑiɡɔlɑ
ଯୋଡ଼ାକୁ,|yoɽɑkʊ
ବୃତ୍ତାନ୍ତ,bɾʊttɑntɔ
ଲୁଟ୍,lʊʈ
ଗଭର୍ଣ୍ଣାନ୍‌ସ୍‌ର,ɡɔbʰɔɾɳɳɑn‌s‌ɾɔ
ବୃକ୍ଷମୂଳକୁ,bɾʊkʰjɔmu`lɔkʊ
JST,JST
କେନ୍ଦ୍ରଗୁଡ଼ିକୁ,kendɾɔɡʊɽikʊ
ଧରିଲି,dʰɔɾili
ନାଗରିକମାନଙ୍କୁ,nɑɡɔɾikɔmɑnɔŋkʊ
ଜ୍ୟୋତିର୍ବିଦ୍,d͡ʒjotiɾbid
ମାଜିଷ୍ଟ୍ରେଟ,mɑd͡ʒisʈɾeʈ
ଲେଖୁଥିଲେ,lekʰʊtʰile
ଅନୁଗାମୀମାନଙ୍କ,ɔnʊɡɑmimɑnɔŋkɔ
ଉପଦେଶ,ʊpɔdesɔ
ଦୂରେ,duɾe
ପକାଇଛ,pɔkɑit͡ʃʰɔ
ବଦଳାଯାଇଛି,bɔdɔ`lɑ|yɑit͡ʃʰi
ହେଲଥ୍,heltʰ
ମଡେଲଗୁଡିକ,mɔɖelɡʊɖikɔ
ଗୌରୀ,ɡouɾi
ବାବିଲ୍‌,bɑbil‌
ଉଗ୍ର,ʊɡɾɔ
ବାଳଟିକୁ,bɑ`lɔʈikʊ
ପିଆଜ,piɑd͡ʒɔ
/ଅଡିଓବୁକ୍,/ɔɖiobʊk
ଲାଳ,lɑ`lɔ
ଛଳନାରେ,t͡ʃʰɔ`lɔnɑɾe
ତେବେ,tebe
ପାଖକୁ,pɑkʰɔkʊ
ପ୍ରତିଛବି,pɾɔtit͡ʃʰɔbi
ପାପ,pɑpɔ
ଦେଖିଲା,dekʰilɑ
ଆମ୍ଭ,ɑmbʰɔ
ମଉଜ,mɔʊd͡ʒɔ
ହଲ୍‌,hɔl‌
ଉତ୍ପାଦଟି,ʊtpɑdɔʈi
କରିଦେଇଛନ୍ତି,kɔɾideit͡ʃʰɔnti
ସିଆଇଆଇ,siɑiɑi
ଆଫ୍ରିଦିଙ୍କୁ,ɑphɾidiŋkʊ
ଜିନିଷଟି,d͡ʒinisɔʈi
ନିଶ୍ଚିହ୍ନ,nist͡ʃihnɔ
କକ୍‌,kɔk‌
ନାଥ,nɑtʰɔ
‘ଲେଟ୍‌,‘leʈ‌
ବନ୍ଧୁଙ୍କର,bɔndʰʊŋkɔɾɔ
ଡିଡକ୍ସନ୍,ɖiɖɔksɔn
ଫ୍ରୀ,phɾi
ବ୍ୟସ୍ତ,bjɔstɔ
ଜମିଦାରଙ୍କ,d͡ʒɔmidɑɾɔŋkɔ
ଯଥା,|yɔtʰɑ
ବିଜେପୁର,bid͡ʒepʊɾɔ
ବିିଭିନ୍ନ,biibʰinnɔ
ପହଁଚି,pɔhɔn~t͡ʃi
ନିଷ୍ପତ୍ତିର,nispɔttiɾɔ
ଶାହରୁଖ୍‌ଙ୍କ,sɑhɾʊkʰ‌ŋkɔ
ପୃଥିବୀବାସୀ,pɾʊtʰibibɑsi
ଏସ୍‌ଓଜି,es‌od͡ʒi
ଶୁକ୍ରବାର,sʊkɾɔbɑɾɔ
ବିବାହ,bibɑhɔ
ସହରକୁ,sɔhɔɾɔkʊ
ସିପିଂ,sipiM
ଭବନରୁ,bʰɔbɔnɔɾʊ
ଛତୁ,t͡ʃʰɔtʊ
ପ୍ରଚଣ୍ଡ,pɾɔt͡ʃɔɳɖɔ
କହୁଛନ୍ତି,kɔhʊt͡ʃʰɔnti
ସ୍ମରଣଶକ୍ତି,smɔɾɔɳɔsɔkti
କାଗଜ,kɑɡɔd͡ʒɔ
କୋଲକତା:ପଶ୍ଚିମବଙ୍ଗ,kolkɔtɑ:pɔst͡ʃimɔbɔŋɡɔ
ସଂସାରତ୍ୟାଗୀ,sɔMsɑɾɔtjɑɡi
ଲୁଟ୍,lʊʈ
ସବୁଠୁ,sɔbʊʈʰʊ
ହେବାନି,hebɑni
ନଡ଼ିଆ,nɔɽiɑ
94,94
ଚଳାଇବା,t͡ʃɔ`lɑibɑ
ଅନିୟନ୍ତ୍ରିତ,ɔnijɔntɾitɔ
କହିଥିଲେ,kɔhitʰile
ସଫେଇ,sɔphei
ନନ୍ଦନକାନନରେ,nɔndɔnɔkɑnɔnɔɾe
ଦ୍ୱିତୀୟବିଶ୍ୱ,dʋitijɔbisʋɔ
ଉପଗ୍ରହ,ʊpɔɡɾɔhɔ
ଡେରାଡୁନ୍‌,ɖeɾɑɖʊn‌
ସାରିବା,sɑɾibɑ
କଣଅଛି,kɔɳɔɔt͡ʃʰi
ପରିଡା,pɔɾiɖɑ
ଜ୍ଞାନକୌଶଳ,ɡjɑn~nɔkousɔ`lɔ
ଏସବୁକୁ,esɔbʊkʊ
Cabinet,Cabinet
(NSSO),(NSSO)
ଉତ୍ତରଦାୟୀ,ʊttɔɾɔdɑji
ଯାଉଅଛି,|yɑʊɔt͡ʃʰi
ଦ୍ୱନ୍ଦ୍ୱର,dʋɔndʋɔɾɔ
ବିଦାୟ,bidɑjɔ
ଇନ୍ଦ୍ରଙ୍କର,indɾɔŋkɔɾɔ
35mm,35mm
ପଢ଼ା,pɔɽʱɑ
ଜିଓ,d͡ʒio
ଲେଖକମାନେ,lekʰɔkɔmɑne
ଚିକିତ୍ସାଧୀନ,t͡ʃikitsɑdʰinɔ
ଠେକିଟି,ʈʰekiʈi
କେଶବ,kesɔbɔ
ରୃଷି,ɾɾʊsi
କାମଗୁଡ଼ିକ,kɑmɔɡʊɽikɔ
ଦେବତା,debɔtɑ
କରନ୍ତୁ:,kɔɾɔntʊ:
